手牌 (Hand),前段牌 (Front Tiles),後段牌 (Rear Tiles),前段牌型 (Front Rank),後段牌型 (Rear Rank)
"短六, 雜七, 雜七, 雜八","短六, 雜八","雜七, 雜七","4點","雜七對"
"短六, 雜七, 雜九, 雜九","短六, 雜七","雜九, 雜九","3點","雜九對"
"短六, 雜七, 雜九, 雜五","短六, 雜七","雜九, 雜五","3點","4點"
"短六, 雜七, 雜九, 雜八","雜八, 雜七","短六, 雜九","5點","5點"
"短六, 雜七, 雜五, 雜五","短六, 雜七","雜五, 雜五","3點","雜五對"
"短六, 雜七, 雜五, 雜八","雜八, 雜五","短六, 雜七","3點","3點"
"短六, 雜七, 雜八, 雜八","短六, 雜七","雜八, 雜八","3點","雜八對"
"短六, 雜九, 雜九, 雜五","短六, 雜五","雜九, 雜九","1點","雜九對"
"短六, 雜九, 雜九, 雜八","短六, 雜八","雜九, 雜九","4點","雜九對"
"短六, 雜九, 雜五, 雜五","短六, 雜九","雜五, 雜五","5點","雜五對"
"短六, 雜九, 雜五, 雜八","雜九, 雜五","短六, 雜八","4點","4點"
"短六, 雜九, 雜八, 雜八","短六, 雜九","雜八, 雜八","5點","雜八對"
"短六, 雜五, 雜五, 雜八","短六, 雜八","雜五, 雜五","4點","雜五對"
"短六, 雜五, 雜八, 雜八","短六, 雜五","雜八, 雜八","1點","雜八對"
"短十, 短十, 短十一, 短十一","短十一, 短十一","短十, 短十","短十一對","短十對"
"短十, 短十, 短十一, 長六","長六, 短十一","短十, 短十","7點","短十對"
"短十, 短十, 短十一, 長十","長十, 短十一","短十, 短十","1點","短十對"
"短十, 短十, 短十一, 長四","長四, 短十一","短十, 短十","5點","短十對"
"短十, 短十, 短十一, 雜七","短十一, 雜七","短十, 短十","8點","短十對"
"短十, 短十, 短十一, 雜九","短十一, 雜九","短十, 短十","0點","短十對"
"短十, 短十, 短十一, 雜五","短十一, 雜五","短十, 短十","6點","短十對"
"短十, 短十, 短十一, 雜八","短十一, 雜八","短十, 短十","9點","短十對"
"短十, 短十, 長六, 長六","短十, 短十","長六, 長六","短十對","長六對"
"短十, 短十, 長六, 長十","長十, 長六","短十, 短十","6點","短十對"
"短十, 短十, 長六, 長四","長六, 長四","短十, 短十","0點","短十對"
"短十, 短十, 長六, 雜七","長六, 雜七","短十, 短十","3點","短十對"
"短十, 短十, 長六, 雜九","長六, 雜九","短十, 短十","5點","短十對"
"短十, 短十, 長六, 雜五","長六, 雜五","短十, 短十","1點","短十對"
"短十, 短十, 長六, 雜八","長六, 雜八","短十, 短十","4點","短十對"
"短十, 短十, 長十, 長十","短十, 短十","長十, 長十","短十對","長十對"
"短十, 短十, 長十, 長四","長十, 長四","短十, 短十","4點","短十對"
"短十, 短十, 長十, 雜七","長十, 雜七","短十, 短十","7點","短十對"
"短十, 短十, 長十, 雜九","長十, 雜九","短十, 短十","9點","短十對"
"短十, 短十, 長十, 雜五","長十, 雜五","短十, 短十","5點","短十對"
"短十, 短十, 長十, 雜八","長十, 雜八","短十, 短十","8點","短十對"
"短十, 短十, 長四, 長四","短十, 短十","長四, 長四","短十對","長四對"
"短十, 短十, 長四, 雜七","長四, 雜七","短十, 短十","1點","短十對"
"短十, 短十, 長四, 雜九","長四, 雜九","短十, 短十","3點","短十對"
"短十, 短十, 長四, 雜五","長四, 雜五","短十, 短十","9點","短十對"
"短十, 短十, 長四, 雜八","長四, 雜八","短十, 短十","2點","短十對"
"短十, 短十, 雜七, 雜七","雜七, 雜七","短十, 短十","雜七對","短十對"
"短十, 短十, 雜七, 雜九","雜九, 雜七","短十, 短十","6點","短十對"
"短十, 短十, 雜七, 雜五","雜七, 雜五","短十, 短十","2點","短十對"
"短十, 短十, 雜七, 雜八","雜八, 雜七","短十, 短十","5點","短十對"
"短十, 短十, 雜九, 雜九","雜九, 雜九","短十, 短十","雜九對","短十對"
"短十, 短十, 雜九, 雜五","雜九, 雜五","短十, 短十","4點","短十對"
"短十, 短十, 雜九, 雜八","雜九, 雜八","短十, 短十","7點","短十對"
"短十, 短十, 雜五, 雜五","雜五, 雜五","短十, 短十","雜五對","短十對"
"短十, 短十, 雜五, 雜八","雜八, 雜五","短十, 短十","3點","短十對"
"短十, 短十, 雜八, 雜八","雜八, 雜八","短十, 短十","雜八對","短十對"
"短十, 短十一, 短十一, 長六","長六, 短十","短十一, 短十一","6點","短十一對"
"短十, 短十一, 短十一, 長十","長十, 短十","短十一, 短十一","0點","短十一對"
"短十, 短十一, 短十一, 長四","長四, 短十","短十一, 短十一","4點","短十一對"
"短十, 短十一, 短十一, 雜七","短十, 雜七","短十一, 短十一","7點","短十一對"
"短十, 短十一, 短十一, 雜九","短十, 雜九","短十一, 短十一","9點","短十一對"
"短十, 短十一, 短十一, 雜五","短十, 雜五","短十一, 短十一","5點","短十一對"
"短十, 短十一, 短十一, 雜八","短十, 雜八","短十一, 短十一","8點","短十一對"
"短十, 短十一, 長六, 長六","短十一, 短十","長六, 長六","1點","長六對"
"短十, 短十一, 長六, 長十","長十, 短十","長六, 短十一","0點","7點"
"短十, 短十一, 長六, 長四","長四, 短十一","長六, 短十","5點","6點"
"短十, 短十一, 長六, 雜七","短十, 雜七","長六, 短十一","7點","7點"
"短十, 短十一, 長六, 雜九","長六, 短十一","短十, 雜九","7點","9點"
"短十, 短十一, 長六, 雜五","短十一, 雜五","長六, 短十","6點","6點"
"短十, 短十一, 長六, 雜八","長六, 短十一","短十, 雜八","7點","8點"
"短十, 短十一, 長十, 長十","短十一, 短十","長十, 長十","1點","長十對"
"短十, 短十一, 長十, 長四","長十, 短十一","長四, 短十","1點","4點"
"短十, 短十一, 長十, 雜七","長十, 短十","短十一, 雜七","0點","8點"
"短十, 短十一, 長十, 雜九","短十一, 短十","長十, 雜九","1點","9點"
"短十, 短十一, 長十, 雜五","長十, 短十一","短十, 雜五","1點","5點"
"短十, 短十一, 長十, 雜八","長十, 短十","短十一, 雜八","0點","9點"
"短十, 短十一, 長四, 長四","短十一, 短十","長四, 長四","1點","長四對"
"短十, 短十一, 長四, 雜七","長四, 短十一","短十, 雜七","5點","7點"
"短十, 短十一, 長四, 雜九","長四, 短十一","短十, 雜九","5點","9點"
"短十, 短十一, 長四, 雜五","短十, 雜五","長四, 短十一","5點","5點"
"短十, 短十一, 長四, 雜八","長四, 短十一","短十, 雜八","5點","8點"
"短十, 短十一, 雜七, 雜七","短十一, 短十","雜七, 雜七","1點","雜七對"
"短十, 短十一, 雜七, 雜九","短十一, 雜七","短十, 雜九","8點","9點"
"短十, 短十一, 雜七, 雜五","短十一, 雜五","短十, 雜七","6點","7點"
"短十, 短十一, 雜七, 雜八","短十, 雜七","短十一, 雜八","7點","9點"
"短十, 短十一, 雜九, 雜九","短十一, 短十","雜九, 雜九","1點","雜九對"
"短十, 短十一, 雜九, 雜五","短十一, 雜五","短十, 雜九","6點","9點"
"短十, 短十一, 雜九, 雜八","短十一, 雜八","短十, 雜九","9點","9點"
"短十, 短十一, 雜五, 雜五","短十一, 短十","雜五, 雜五","1點","雜五對"
"短十, 短十一, 雜五, 雜八","短十一, 雜五","短十, 雜八","6點","8點"
"短十, 短十一, 雜八, 雜八","短十, 雜八","短十一, 雜八","8點","9點"
"短十, 長六, 長六, 長十","長十, 短十","長六, 長六","0點","長六對"
"短十, 長六, 長六, 長四","長四, 短十","長六, 長六","4點","長六對"
"短十, 長六, 長六, 雜七","短十, 雜七","長六, 長六","7點","長六對"
"短十, 長六, 長六, 雜九","短十, 雜九","長六, 長六","9點","長六對"
"短十, 長六, 長六, 雜五","短十, 雜五","長六, 長六","5點","長六對"
"短十, 長六, 長六, 雜八","短十, 雜八","長六, 長六","8點","長六對"
"短十, 長六, 長十, 長十","長六, 短十","長十, 長十","6點","長十對"
"短十, 長六, 長十, 長四","長四, 短十","長十, 長六","4點","6點"
"短十, 長六, 長十, 雜七","長六, 短十","長十, 雜七","6點","7點"
"短十, 長六, 長十, 雜九","長六, 短十","長十, 雜九","6點","9點"
"短十, 長六, 長十, 雜五","長十, 雜五","長六, 短十","5點","6點"
"短十, 長六, 長十, 雜八","長六, 短十","長十, 雜八","6點","8點"
"短十, 長六, 長四, 長四","長六, 短十","長四, 長四","6點","長四對"
"短十, 長六, 長四, 雜七","長六, 雜七","長四, 短十","3點","4點"
"短十, 長六, 長四, 雜九","長四, 短十","長六, 雜九","4點","5點"
"短十, 長六, 長四, 雜五","長六, 短十","長四, 雜五","6點","9點"
"短十, 長六, 長四, 雜八","長六, 雜八","長四, 短十","4點","4點"
"短十, 長六, 雜七, 雜七","長六, 短十","雜七, 雜七","6點","雜七對"
"短十, 長六, 雜七, 雜九","雜九, 雜七","長六, 短十","6點","6點"
"短十, 長六, 雜七, 雜五","長六, 雜七","短十, 雜五","3點","5點"
"短十, 長六, 雜七, 雜八","雜八, 雜七","長六, 短十","5點","6點"
"短十, 長六, 雜九, 雜九","長六, 短十","雜九, 雜九","6點","雜九對"
"短十, 長六, 雜九, 雜五","短十, 雜五","長六, 雜九","5點","5點"
"短十, 長六, 雜九, 雜八","長六, 短十","雜九, 雜八","6點","7點"
"短十, 長六, 雜五, 雜五","長六, 短十","雜五, 雜五","6點","雜五對"
"短十, 長六, 雜五, 雜八","長六, 雜八","短十, 雜五","4點","5點"
"短十, 長六, 雜八, 雜八","長六, 短十","雜八, 雜八","6點","雜八對"
"短十, 長十, 長十, 長四","長四, 短十","長十, 長十","4點","長十對"
"短十, 長十, 長十, 雜七","短十, 雜七","長十, 長十","7點","長十對"
"短十, 長十, 長十, 雜九","短十, 雜九","長十, 長十","9點","長十對"
"短十, 長十, 長十, 雜五","短十, 雜五","長十, 長十","5點","長十對"
"短十, 長十, 長十, 雜八","短十, 雜八","長十, 長十","8點","長十對"
"短十, 長十, 長四, 長四","長十, 短十","長四, 長四","0點","長四對"
"短十, 長十, 長四, 雜七","長十, 長四","短十, 雜七","4點","7點"
"短十, 長十, 長四, 雜九","長十, 長四","短十, 雜九","4點","9點"
"短十, 長十, 長四, 雜五","長十, 長四","短十, 雜五","4點","5點"
"短十, 長十, 長四, 雜八","長十, 長四","短十, 雜八","4點","8點"
"短十, 長十, 雜七, 雜七","長十, 短十","雜七, 雜七","0點","雜七對"
"短十, 長十, 雜七, 雜九","短十, 雜七","長十, 雜九","7點","9點"
"短十, 長十, 雜七, 雜五","長十, 雜五","短十, 雜七","5點","7點"
"短十, 長十, 雜七, 雜八","長十, 雜七","短十, 雜八","7點","8點"
"短十, 長十, 雜九, 雜九","短十, 雜九","長十, 雜九","9點","9點"
"短十, 長十, 雜九, 雜五","長十, 雜五","短十, 雜九","5點","9點"
"短十, 長十, 雜九, 雜八","短十, 雜八","長十, 雜九","8點","9點"
"短十, 長十, 雜五, 雜五","長十, 短十","雜五, 雜五","0點","雜五對"
"短十, 長十, 雜五, 雜八","長十, 雜五","短十, 雜八","5點","8點"
"短十, 長十, 雜八, 雜八","短十, 雜八","長十, 雜八","8點","8點"
"短十, 長四, 長四, 雜七","短十, 雜七","長四, 長四","7點","長四對"
"短十, 長四, 長四, 雜九","短十, 雜九","長四, 長四","9點","長四對"
"短十, 長四, 長四, 雜五","短十, 雜五","長四, 長四","5點","長四對"
"短十, 長四, 長四, 雜八","短十, 雜八","長四, 長四","8點","長四對"
"短十, 長四, 雜七, 雜七","長四, 短十","雜七, 雜七","4點","雜七對"
"短十, 長四, 雜七, 雜九","長四, 短十","雜九, 雜七","4點","6點"
"短十, 長四, 雜七, 雜五","短十, 雜七","長四, 雜五","7點","9點"
"短十, 長四, 雜七, 雜八","長四, 短十","雜八, 雜七","4點","5點"
"短十, 長四, 雜九, 雜九","長四, 短十","雜九, 雜九","4點","雜九對"
"短十, 長四, 雜九, 雜五","短十, 雜九","長四, 雜五","9點","9點"
"短十, 長四, 雜九, 雜八","長四, 短十","雜九, 雜八","4點","7點"
"短十, 長四, 雜五, 雜五","長四, 短十","雜五, 雜五","4點","雜五對"
"短十, 長四, 雜五, 雜八","短十, 雜八","長四, 雜五","8點","9點"
"短十, 長四, 雜八, 雜八","長四, 短十","雜八, 雜八","4點","雜八對"
"短十, 雜七, 雜七, 雜九","短十, 雜九","雜七, 雜七","9點","雜七對"
"短十, 雜七, 雜七, 雜五","短十, 雜五","雜七, 雜七","5點","雜七對"
"短十, 雜七, 雜七, 雜八","短十, 雜八","雜七, 雜七","8點","雜七對"
"短十, 雜七, 雜九, 雜九","短十, 雜七","雜九, 雜九","7點","雜九對"
"短十, 雜七, 雜九, 雜五","短十, 雜五","雜九, 雜七","5點","6點"
"短十, 雜七, 雜九, 雜八","雜九, 雜八","短十, 雜七","7點","7點"
"短十, 雜七, 雜五, 雜五","短十, 雜七","雜五, 雜五","7點","雜五對"
"短十, 雜七, 雜五, 雜八","雜八, 雜七","短十, 雜五","5點","5點"
"短十, 雜七, 雜八, 雜八","短十, 雜七","雜八, 雜八","7點","雜八對"
"短十, 雜九, 雜九, 雜五","短十, 雜五","雜九, 雜九","5點","雜九對"
"短十, 雜九, 雜九, 雜八","短十, 雜八","雜九, 雜九","8點","雜九對"
"短十, 雜九, 雜五, 雜五","短十, 雜九","雜五, 雜五","9點","雜五對"
"短十, 雜九, 雜五, 雜八","短十, 雜五","雜九, 雜八","5點","7點"
"短十, 雜九, 雜八, 雜八","短十, 雜九","雜八, 雜八","9點","雜八對"
"短十, 雜五, 雜五, 雜八","短十, 雜八","雜五, 雜五","8點","雜五對"
"短十, 雜五, 雜八, 雜八","短十, 雜五","雜八, 雜八","5點","雜八對"
"短十一, 短十一, 長六, 長六","短十一, 短十一","長六, 長六","短十一對","長六對"
"短十一, 短十一, 長六, 長十","長十, 長六","短十一, 短十一","6點","短十一對"
"短十一, 短十一, 長六, 長四","長六, 長四","短十一, 短十一","0點","短十一對"
"短十一, 短十一, 長六, 雜七","長六, 雜七","短十一, 短十一","3點","短十一對"
"短十一, 短十一, 長六, 雜九","長六, 雜九","短十一, 短十一","5點","短十一對"
"短十一, 短十一, 長六, 雜五","長六, 雜五","短十一, 短十一","1點","短十一對"
"短十一, 短十一, 長六, 雜八","長六, 雜八","短十一, 短十一","4點","短十一對"
"短十一, 短十一, 長十, 長十","短十一, 短十一","長十, 長十","短十一對","長十對"
"短十一, 短十一, 長十, 長四","長十, 長四","短十一, 短十一","4點","短十一對"
"短十一, 短十一, 長十, 雜七","長十, 雜七","短十一, 短十一","7點","短十一對"
"短十一, 短十一, 長十, 雜九","長十, 雜九","短十一, 短十一","9點","短十一對"
"短十一, 短十一, 長十, 雜五","長十, 雜五","短十一, 短十一","5點","短十一對"
"短十一, 短十一, 長十, 雜八","長十, 雜八","短十一, 短十一","8點","短十一對"
"短十一, 短十一, 長四, 長四","短十一, 短十一","長四, 長四","短十一對","長四對"
"短十一, 短十一, 長四, 雜七","長四, 雜七","短十一, 短十一","1點","短十一對"
"短十一, 短十一, 長四, 雜九","長四, 雜九","短十一, 短十一","3點","短十一對"
"短十一, 短十一, 長四, 雜五","長四, 雜五","短十一, 短十一","9點","短十一對"
"短十一, 短十一, 長四, 雜八","長四, 雜八","短十一, 短十一","2點","短十一對"
